"INEGI. Estudio sobre Demografía de Negocios EDN 2020
Fecha de elaboración: 02/12/2020",,,,,,,Cuadro 1
"Proporción a 17 meses y tasa mensual de nacimientos, muertes y crecimiento de los establecimientos, por entidad federativa, sector de actividad económica y tamaño del establecimiento",,,,,,,
,,,,,,,
CVE_ENT,Entidad federativa,Gran sector y tamaño del establecimiento,Proporción1 a 17 meses,,,Tasa mensual,
,,,Nacimientos,Muertes,Variación2,Nacimientos,Muertes
,,,,,,,
00,Estados Unidos Mexicanos,Total,  12.75,  20.81,-  8.06,  0.71,  1.36
00,Estados Unidos Mexicanos,Micro,  13.11,  20.80,-  7.69,  0.73,  1.36
00,Estados Unidos Mexicanos,PyME´s,  2.81,  21.17,-  18.36,  0.16,  1.39
00,Estados Unidos Mexicanos,Manufacturas,  8.78,  15.00,-  6.22,  0.50,  0.95
00,Estados Unidos Mexicanos,Micro,  9.06,  14.98,-  5.93,  0.51,  0.95
00,Estados Unidos Mexicanos,PyME´s,  2.66,  15.44,-  12.79,  0.15,  0.98
00,Estados Unidos Mexicanos,Comercio,  13.75,  18.98,-  5.23,  0.76,  1.23
00,Estados Unidos Mexicanos,Micro,  14.04,  18.97,-  4.93,  0.78,  1.23
00,Estados Unidos Mexicanos,PyME´s,  2.34,  19.37,-  17.03,  0.14,  1.26
00,Estados Unidos Mexicanos,Servicios Privados no Financieros,  12.85,  24.92,-  12.07,  0.71,  1.67
00,Estados Unidos Mexicanos,Micro,  13.29,  24.95,-  11.67,  0.74,  1.67
00,Estados Unidos Mexicanos,PyME´s,  3.18,  24.28,-  21.10,  0.18,  1.62
01,Aguascalientes,Total,  14.21,  21.97,-  7.75,  0.78,  1.45
01,Aguascalientes,Micro,  14.64,  22.15,-  7.51,  0.81,  1.46
01,Aguascalientes,PyME´s,  3.34,  17.39,-  14.05,  0.19,  1.12
01,Aguascalientes,Manufacturas,  11.95,  16.01,-  4.07,  0.67,  1.02
